CoCA (GCoNet_ext-epCoCA): 0.0000 max-Emeasure || 0.6212 S-measure  || 0.0000 max-fm || 1.0000 mae || 0.0000 mean-Emeasure || 0.0000 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9318 max-Emeasure || 0.8690 S-measure  || 0.8844 max-fm || 0.0605 mae || 0.8791 mean-Emeasure || 0.8514 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9289 max-Emeasure || 0.8891 S-measure  || 0.8849 max-fm || 0.0543 mae || 0.9042 mean-Emeasure || 0.8612 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9254 max-Emeasure || 0.8625 S-measure  || 0.8780 max-fm || 0.0623 mae || 0.8693 mean-Emeasure || 0.8428 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9257 max-Emeasure || 0.8675 S-measure  || 0.8781 max-fm || 0.0624 mae || 0.8806 mean-Emeasure || 0.8485 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9287 max-Emeasure || 0.8753 S-measure  || 0.8837 max-fm || 0.0609 mae || 0.8822 mean-Emeasure || 0.8513 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9206 max-Emeasure || 0.8827 S-measure  || 0.8726 max-fm || 0.0585 mae || 0.8937 mean-Emeasure || 0.8457 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9265 max-Emeasure || 0.8819 S-measure  || 0.8750 max-fm || 0.0578 mae || 0.8958 mean-Emeasure || 0.8515 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9204 max-Emeasure || 0.8810 S-measure  || 0.8706 max-fm || 0.0580 mae || 0.8965 mean-Emeasure || 0.8471 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9246 max-Emeasure || 0.8745 S-measure  || 0.8744 max-fm || 0.0630 mae || 0.8837 mean-Emeasure || 0.8461 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9505 max-Emeasure || 0.9108 S-measure  || 0.9171 max-fm || 0.0475 mae || 0.9308 mean-Emeasure || 0.8927 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9566 max-Emeasure || 0.9155 S-measure  || 0.9266 max-fm || 0.0454 mae || 0.9361 mean-Emeasure || 0.8911 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9527 max-Emeasure || 0.9153 S-measure  || 0.9208 max-fm || 0.0457 mae || 0.9353 mean-Emeasure || 0.8942 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9446 max-Emeasure || 0.9102 S-measure  || 0.9118 max-fm || 0.0502 mae || 0.9275 mean-Emeasure || 0.8879 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9542 max-Emeasure || 0.9172 S-measure  || 0.9220 max-fm || 0.0443 mae || 0.9371 mean-Emeasure || 0.8999 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9484 max-Emeasure || 0.9114 S-measure  || 0.9164 max-fm || 0.0468 mae || 0.9326 mean-Emeasure || 0.8990 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9548 max-Emeasure || 0.9183 S-measure  || 0.9262 max-fm || 0.0435 mae || 0.9385 mean-Emeasure || 0.8959 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7979 max-Emeasure || 0.7616 S-measure  || 0.6286 max-fm || 0.0740 mae || 0.7518 mean-Emeasure || 0.5907 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.8132 max-Emeasure || 0.7637 S-measure  || 0.6377 max-fm || 0.0708 mae || 0.7571 mean-Emeasure || 0.5927 mean-fm. #98
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9495 max-Emeasure || 0.9140 S-measure  || 0.9175 max-fm || 0.0455 mae || 0.9327 mean-Emeasure || 0.8989 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9331 max-Emeasure || 0.8793 S-measure  || 0.8911 max-fm || 0.0586 mae || 0.8877 mean-Emeasure || 0.8594 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9157 max-Emeasure || 0.8760 S-measure  || 0.8658 max-fm || 0.0614 mae || 0.8836 mean-Emeasure || 0.8382 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9094 max-Emeasure || 0.8685 S-measure  || 0.8568 max-fm || 0.0643 mae || 0.8759 mean-Emeasure || 0.8313 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9253 max-Emeasure || 0.8639 S-measure  || 0.8745 max-fm || 0.0657 mae || 0.8673 mean-Emeasure || 0.8358 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7847 max-Emeasure || 0.7470 S-measure  || 0.6062 max-fm || 0.0801 mae || 0.7389 mean-Emeasure || 0.5713 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7848 max-Emeasure || 0.7483 S-measure  || 0.6002 max-fm || 0.0782 mae || 0.7417 mean-Emeasure || 0.5723 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7884 max-Emeasure || 0.7451 S-measure  || 0.6066 max-fm || 0.0810 mae || 0.7288 mean-Emeasure || 0.5629 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7812 max-Emeasure || 0.7395 S-measure  || 0.6089 max-fm || 0.0852 mae || 0.7198 mean-Emeasure || 0.5563 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7974 max-Emeasure || 0.7523 S-measure  || 0.6134 max-fm || 0.0774 mae || 0.7401 mean-Emeasure || 0.5756 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7825 max-Emeasure || 0.7205 S-measure  || 0.5748 max-fm || 0.0923 mae || 0.7007 mean-Emeasure || 0.5185 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7709 max-Emeasure || 0.7216 S-measure  || 0.5657 max-fm || 0.0937 mae || 0.7129 mean-Emeasure || 0.5248 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7628 max-Emeasure || 0.7104 S-measure  || 0.5564 max-fm || 0.1028 mae || 0.6915 mean-Emeasure || 0.5061 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7767 max-Emeasure || 0.7224 S-measure  || 0.5773 max-fm || 0.0947 mae || 0.7117 mean-Emeasure || 0.5274 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7979 max-Emeasure || 0.7616 S-measure  || 0.6286 max-fm || 0.0740 mae || 0.7518 mean-Emeasure || 0.5907 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.8132 max-Emeasure || 0.7637 S-measure  || 0.6377 max-fm || 0.0708 mae || 0.7571 mean-Emeasure || 0.5927 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9331 max-Emeasure || 0.8793 S-measure  || 0.8911 max-fm || 0.0586 mae || 0.8877 mean-Emeasure || 0.8594 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9330 max-Emeasure || 0.8785 S-measure  || 0.8861 max-fm || 0.0595 mae || 0.8874 mean-Emeasure || 0.8546 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9456 max-Emeasure || 0.9097 S-measure  || 0.9110 max-fm || 0.0488 mae || 0.9281 mean-Emeasure || 0.8911 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.8046 max-Emeasure || 0.7546 S-measure  || 0.6259 max-fm || 0.0737 mae || 0.7443 mean-Emeasure || 0.5778 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9246 max-Emeasure || 0.8745 S-measure  || 0.8744 max-fm || 0.0630 mae || 0.8837 mean-Emeasure || 0.8461 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9391 max-Emeasure || 0.8745 S-measure  || 0.8936 max-fm || 0.0592 mae || 0.8796 mean-Emeasure || 0.8548 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9289 max-Emeasure || 0.8587 S-measure  || 0.8812 max-fm || 0.0672 mae || 0.8614 mean-Emeasure || 0.8382 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9540 max-Emeasure || 0.9096 S-measure  || 0.9219 max-fm || 0.0483 mae || 0.9251 mean-Emeasure || 0.8975 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9542 max-Emeasure || 0.9140 S-measure  || 0.9186 max-fm || 0.0473 mae || 0.9312 mean-Emeasure || 0.8934 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9538 max-Emeasure || 0.9158 S-measure  || 0.9224 max-fm || 0.0463 mae || 0.9352 mean-Emeasure || 0.8918 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9464 max-Emeasure || 0.9090 S-measure  || 0.9153 max-fm || 0.0510 mae || 0.9273 mean-Emeasure || 0.8936 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9230 max-Emeasure || 0.8678 S-measure  || 0.8767 max-fm || 0.0626 mae || 0.8752 mean-Emeasure || 0.8456 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7780 max-Emeasure || 0.7282 S-measure  || 0.5787 max-fm || 0.0880 mae || 0.7207 mean-Emeasure || 0.5407 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7620 max-Emeasure || 0.7206 S-measure  || 0.5758 max-fm || 0.1001 mae || 0.6938 mean-Emeasure || 0.5309 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7768 max-Emeasure || 0.7440 S-measure  || 0.6093 max-fm || 0.0827 mae || 0.7332 mean-Emeasure || 0.5683 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7868 max-Emeasure || 0.7521 S-measure  || 0.6087 max-fm || 0.0803 mae || 0.7411 mean-Emeasure || 0.5754 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7790 max-Emeasure || 0.7425 S-measure  || 0.6050 max-fm || 0.0880 mae || 0.7283 mean-Emeasure || 0.5655 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7622 max-Emeasure || 0.7287 S-measure  || 0.5688 max-fm || 0.0890 mae || 0.7272 mean-Emeasure || 0.5390 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.8298 max-Emeasure || 0.7721 S-measure  || 0.6243 max-fm || 0.0592 mae || 0.7888 mean-Emeasure || 0.5901 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9527 max-Emeasure || 0.9145 S-measure  || 0.9214 max-fm || 0.0481 mae || 0.9249 mean-Emeasure || 0.8926 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9100 max-Emeasure || 0.8556 S-measure  || 0.8481 max-fm || 0.0711 mae || 0.8590 mean-Emeasure || 0.8169 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9123 max-Emeasure || 0.8598 S-measure  || 0.8556 max-fm || 0.0693 mae || 0.8589 mean-Emeasure || 0.8189 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9192 max-Emeasure || 0.8674 S-measure  || 0.8661 max-fm || 0.0655 mae || 0.8698 mean-Emeasure || 0.8312 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9140 max-Emeasure || 0.8737 S-measure  || 0.8572 max-fm || 0.0664 mae || 0.8791 mean-Emeasure || 0.8250 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9207 max-Emeasure || 0.8791 S-measure  || 0.8720 max-fm || 0.0621 mae || 0.8858 mean-Emeasure || 0.8425 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9200 max-Emeasure || 0.8785 S-measure  || 0.8713 max-fm || 0.0595 mae || 0.8889 mean-Emeasure || 0.8470 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9130 max-Emeasure || 0.8747 S-measure  || 0.8603 max-fm || 0.0635 mae || 0.8828 mean-Emeasure || 0.8324 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9399 max-Emeasure || 0.9060 S-measure  || 0.9079 max-fm || 0.0555 mae || 0.9202 mean-Emeasure || 0.8803 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7665 max-Emeasure || 0.7164 S-measure  || 0.5692 max-fm || 0.1022 mae || 0.6884 mean-Emeasure || 0.5156 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7971 max-Emeasure || 0.7666 S-measure  || 0.6293 max-fm || 0.0682 mae || 0.7500 mean-Emeasure || 0.5819 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7653 max-Emeasure || 0.7282 S-measure  || 0.5776 max-fm || 0.0930 mae || 0.7062 mean-Emeasure || 0.5349 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7735 max-Emeasure || 0.7218 S-measure  || 0.5798 max-fm || 0.0994 mae || 0.6942 mean-Emeasure || 0.5241 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7754 max-Emeasure || 0.7407 S-measure  || 0.5912 max-fm || 0.0838 mae || 0.7187 mean-Emeasure || 0.5502 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9492 max-Emeasure || 0.9156 S-measure  || 0.9181 max-fm || 0.0480 mae || 0.9317 mean-Emeasure || 0.8933 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9448 max-Emeasure || 0.9101 S-measure  || 0.9113 max-fm || 0.0518 mae || 0.9257 mean-Emeasure || 0.8830 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9403 max-Emeasure || 0.9029 S-measure  || 0.9053 max-fm || 0.0543 mae || 0.9204 mean-Emeasure || 0.8790 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7788 max-Emeasure || 0.7351 S-measure  || 0.5820 max-fm || 0.0874 mae || 0.7159 mean-Emeasure || 0.5433 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9091 max-Emeasure || 0.8691 S-measure  || 0.8567 max-fm || 0.0651 mae || 0.8781 mean-Emeasure || 0.8315 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9225 max-Emeasure || 0.8684 S-measure  || 0.8711 max-fm || 0.0663 mae || 0.8773 mean-Emeasure || 0.8408 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9542 max-Emeasure || 0.9140 S-measure  || 0.9186 max-fm || 0.0473 mae || 0.9312 mean-Emeasure || 0.8934 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9457 max-Emeasure || 0.9112 S-measure  || 0.9100 max-fm || 0.0490 mae || 0.9285 mean-Emeasure || 0.8851 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9538 max-Emeasure || 0.9158 S-measure  || 0.9224 max-fm || 0.0463 mae || 0.9352 mean-Emeasure || 0.8918 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9527 max-Emeasure || 0.9153 S-measure  || 0.9208 max-fm || 0.0457 mae || 0.9353 mean-Emeasure || 0.8942 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9474 max-Emeasure || 0.9125 S-measure  || 0.9180 max-fm || 0.0484 mae || 0.9311 mean-Emeasure || 0.8940 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9454 max-Emeasure || 0.9079 S-measure  || 0.9148 max-fm || 0.0534 mae || 0.9210 mean-Emeasure || 0.8857 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9464 max-Emeasure || 0.9150 S-measure  || 0.9187 max-fm || 0.0494 mae || 0.9275 mean-Emeasure || 0.8956 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9526 max-Emeasure || 0.9182 S-measure  || 0.9237 max-fm || 0.0446 mae || 0.9365 mean-Emeasure || 0.9048 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9495 max-Emeasure || 0.9144 S-measure  || 0.9205 max-fm || 0.0481 mae || 0.9310 mean-Emeasure || 0.8952 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9438 max-Emeasure || 0.9107 S-measure  || 0.9133 max-fm || 0.0495 mae || 0.9265 mean-Emeasure || 0.8916 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9545 max-Emeasure || 0.9174 S-measure  || 0.9241 max-fm || 0.0450 mae || 0.9343 mean-Emeasure || 0.8978 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9498 max-Emeasure || 0.9114 S-measure  || 0.9185 max-fm || 0.0480 mae || 0.9281 mean-Emeasure || 0.8947 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9478 max-Emeasure || 0.9142 S-measure  || 0.9193 max-fm || 0.0478 mae || 0.9308 mean-Emeasure || 0.8928 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9464 max-Emeasure || 0.9111 S-measure  || 0.9181 max-fm || 0.0488 mae || 0.9287 mean-Emeasure || 0.8952 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9494 max-Emeasure || 0.9129 S-measure  || 0.9215 max-fm || 0.0481 mae || 0.9307 mean-Emeasure || 0.8922 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9523 max-Emeasure || 0.9168 S-measure  || 0.9248 max-fm || 0.0456 mae || 0.9341 mean-Emeasure || 0.9035 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9454 max-Emeasure || 0.9079 S-measure  || 0.9148 max-fm || 0.0534 mae || 0.9210 mean-Emeasure || 0.8857 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.8118 max-Emeasure || 0.7518 S-measure  || 0.6315 max-fm || 0.0763 mae || 0.7429 mean-Emeasure || 0.5792 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9291 max-Emeasure || 0.8736 S-measure  || 0.8785 max-fm || 0.0662 mae || 0.8759 mean-Emeasure || 0.8403 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9370 max-Emeasure || 0.8883 S-measure  || 0.8920 max-fm || 0.0581 mae || 0.8936 mean-Emeasure || 0.8597 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9348 max-Emeasure || 0.8784 S-measure  || 0.8875 max-fm || 0.0584 mae || 0.8869 mean-Emeasure || 0.8567 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9294 max-Emeasure || 0.8790 S-measure  || 0.8807 max-fm || 0.0593 mae || 0.8864 mean-Emeasure || 0.8497 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9283 max-Emeasure || 0.8684 S-measure  || 0.8816 max-fm || 0.0646 mae || 0.8711 mean-Emeasure || 0.8428 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9464 max-Emeasure || 0.9122 S-measure  || 0.9158 max-fm || 0.0488 mae || 0.9269 mean-Emeasure || 0.8944 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9507 max-Emeasure || 0.9136 S-measure  || 0.9218 max-fm || 0.0482 mae || 0.9288 mean-Emeasure || 0.8974 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9516 max-Emeasure || 0.9166 S-measure  || 0.9228 max-fm || 0.0457 mae || 0.9346 mean-Emeasure || 0.9019 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9399 max-Emeasure || 0.8958 S-measure  || 0.9098 max-fm || 0.0544 mae || 0.9121 mean-Emeasure || 0.8880 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9290 max-Emeasure || 0.8371 S-measure  || 0.8806 max-fm || 0.0726 mae || 0.8368 mean-Emeasure || 0.8166 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.8336 max-Emeasure || 0.7816 S-measure  || 0.6627 max-fm || 0.0545 mae || 0.7874 mean-Emeasure || 0.6236 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.8521 max-Emeasure || 0.7684 S-measure  || 0.6916 max-fm || 0.0612 mae || 0.7588 mean-Emeasure || 0.5954 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.8120 max-Emeasure || 0.7544 S-measure  || 0.6231 max-fm || 0.0708 mae || 0.7482 mean-Emeasure || 0.5746 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.8254 max-Emeasure || 0.7656 S-measure  || 0.6409 max-fm || 0.0638 mae || 0.7679 mean-Emeasure || 0.5951 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.8211 max-Emeasure || 0.7686 S-measure  || 0.6434 max-fm || 0.0669 mae || 0.7604 mean-Emeasure || 0.5966 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.8163 max-Emeasure || 0.7663 S-measure  || 0.6419 max-fm || 0.0685 mae || 0.7551 mean-Emeasure || 0.5927 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.8048 max-Emeasure || 0.7606 S-measure  || 0.6224 max-fm || 0.0701 mae || 0.7517 mean-Emeasure || 0.5849 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.8111 max-Emeasure || 0.7615 S-measure  || 0.6352 max-fm || 0.0699 mae || 0.7492 mean-Emeasure || 0.5827 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9538 max-Emeasure || 0.9158 S-measure  || 0.9224 max-fm || 0.0463 mae || 0.9352 mean-Emeasure || 0.8918 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9540 max-Emeasure || 0.9096 S-measure  || 0.9219 max-fm || 0.0483 mae || 0.9251 mean-Emeasure || 0.8975 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9540 max-Emeasure || 0.9096 S-measure  || 0.9219 max-fm || 0.0483 mae || 0.9251 mean-Emeasure || 0.8975 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9505 max-Emeasure || 0.9108 S-measure  || 0.9171 max-fm || 0.0475 mae || 0.9308 mean-Emeasure || 0.8927 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9566 max-Emeasure || 0.9155 S-measure  || 0.9266 max-fm || 0.0454 mae || 0.9361 mean-Emeasure || 0.8911 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9527 max-Emeasure || 0.9153 S-measure  || 0.9208 max-fm || 0.0457 mae || 0.9353 mean-Emeasure || 0.8942 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9446 max-Emeasure || 0.9102 S-measure  || 0.9118 max-fm || 0.0502 mae || 0.9275 mean-Emeasure || 0.8879 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9542 max-Emeasure || 0.9172 S-measure  || 0.9220 max-fm || 0.0443 mae || 0.9371 mean-Emeasure || 0.8999 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9484 max-Emeasure || 0.9114 S-measure  || 0.9164 max-fm || 0.0468 mae || 0.9326 mean-Emeasure || 0.8990 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9548 max-Emeasure || 0.9183 S-measure  || 0.9262 max-fm || 0.0435 mae || 0.9385 mean-Emeasure || 0.8959 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9509 max-Emeasure || 0.9160 S-measure  || 0.9202 max-fm || 0.0471 mae || 0.9322 mean-Emeasure || 0.8980 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9544 max-Emeasure || 0.9182 S-measure  || 0.9240 max-fm || 0.0444 mae || 0.9374 mean-Emeasure || 0.9029 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9521 max-Emeasure || 0.9164 S-measure  || 0.9216 max-fm || 0.0458 mae || 0.9355 mean-Emeasure || 0.8980 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9512 max-Emeasure || 0.9135 S-measure  || 0.9184 max-fm || 0.0465 mae || 0.9351 mean-Emeasure || 0.8928 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9491 max-Emeasure || 0.9097 S-measure  || 0.9179 max-fm || 0.0478 mae || 0.9290 mean-Emeasure || 0.8984 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9492 max-Emeasure || 0.9100 S-measure  || 0.9145 max-fm || 0.0506 mae || 0.9277 mean-Emeasure || 0.8806 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9503 max-Emeasure || 0.9162 S-measure  || 0.9209 max-fm || 0.0468 mae || 0.9322 mean-Emeasure || 0.9000 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9486 max-Emeasure || 0.9134 S-measure  || 0.9159 max-fm || 0.0491 mae || 0.9307 mean-Emeasure || 0.8926 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9472 max-Emeasure || 0.9120 S-measure  || 0.9154 max-fm || 0.0488 mae || 0.9319 mean-Emeasure || 0.8938 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9464 max-Emeasure || 0.9090 S-measure  || 0.9153 max-fm || 0.0510 mae || 0.9273 mean-Emeasure || 0.8936 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9447 max-Emeasure || 0.9080 S-measure  || 0.9100 max-fm || 0.0514 mae || 0.9257 mean-Emeasure || 0.8889 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9461 max-Emeasure || 0.9101 S-measure  || 0.9155 max-fm || 0.0494 mae || 0.9307 mean-Emeasure || 0.8930 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9480 max-Emeasure || 0.9125 S-measure  || 0.9166 max-fm || 0.0489 mae || 0.9305 mean-Emeasure || 0.8947 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9523 max-Emeasure || 0.9149 S-measure  || 0.9233 max-fm || 0.0446 mae || 0.9350 mean-Emeasure || 0.9053 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9474 max-Emeasure || 0.9100 S-measure  || 0.9171 max-fm || 0.0485 mae || 0.9284 mean-Emeasure || 0.8977 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9498 max-Emeasure || 0.9106 S-measure  || 0.9165 max-fm || 0.0502 mae || 0.9290 mean-Emeasure || 0.8855 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9517 max-Emeasure || 0.9158 S-measure  || 0.9211 max-fm || 0.0479 mae || 0.9326 mean-Emeasure || 0.8948 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9410 max-Emeasure || 0.9006 S-measure  || 0.9082 max-fm || 0.0570 mae || 0.9185 mean-Emeasure || 0.8731 mean-fm.
